gi,hist_type,hist_var,taxid,curated
701334900,H2B,canonical_H2B,121530,False
719786860,H2B,canonical_H2B,94827,False
678144369,H2B,canonical_H2B,121530,False
697423314,H2B,canonical_H2B,94827,False
593719073,H1,generic_H1,9755,False
61806498,H2B,canonical_H2B,7955,False
292628504,H2B,canonical_H2B,7955,False
528486544,H2B,canonical_H2B,7955,False
528522134,H2B,canonical_H2B,7955,False
528522247,H2B,canonical_H2B,7955,False
688566457,H2B,canonical_H2B,7955,False
688566463,H2B,canonical_H2B,7955,False
82230729,H2B,canonical_H2B,7955,False
60688615,H2B,canonical_H2B,7955,False
66267343,H2B,canonical_H2B,7955,False
156230878,H2B,canonical_H2B,7955,False
182890634,H2B,canonical_H2B,7955,False
820102807,H2B,canonical_H2B,113540,False
820108395,H2B,canonical_H2B,113540,False
41152402,H2B,canonical_H2B,7955,False
573909239,H2B,canonical_H2B,7918,False
597807235,H2B,canonical_H2B,7994,False
82237670,H2B,canonical_H2B,7955,False
37747931,H2B,canonical_H2B,7955,False
820155715,H2B,canonical_H2B,113540,False
831294724,H2B,canonical_H2B,7950,False
551532251,H2B,canonical_H2B,8083,False
617412766,H2B,canonical_H2B,48698,False
617412774,H2B,canonical_H2B,48698,False
617430794,H2B,canonical_H2B,48698,False
688563016,H3,canonical_H3,7955,False
47218414,H2B,canonical_H2B,99883,False
47225206,H2B,canonical_H2B,99883,False
658901358,H2B,canonical_H2B,8081,False
657545997,H2B,canonical_H2B,144197,False
734640723,H2B,canonical_H2B,215358,False
808860102,H2B,canonical_H2B,215358,False
823454124,H2B,canonical_H2B,59729,False
512878070,H2B,canonical_H2B,8364,False
432842952,H2B,canonical_H2B,8090,False
432843012,H2B,canonical_H2B,8090,False
432843226,H2B,canonical_H2B,8090,False
432843230,H2B,canonical_H2B,8090,False
432843240,H2B,canonical_H2B,8090,False
432895629,H2B,canonical_H2B,8090,False
432895631,H2B,canonical_H2B,8090,False
432895635,H2B,canonical_H2B,8090,False
432948630,H2B,canonical_H2B,8090,False
432952484,H2B,canonical_H2B,8090,False
432958349,H2B,canonical_H2B,8090,False
548503371,H2B,canonical_H2B,303518,False
548521977,H2B,canonical_H2B,303518,False
551519502,H2B,canonical_H2B,8083,False
583979782,H2B,canonical_H2B,32507,False
583979790,H2B,canonical_H2B,32507,False
584027566,H2B,canonical_H2B,32507,False
617410372,H2B,canonical_H2B,48698,False
617470547,H2B,canonical_H2B,48698,False
765110729,H2B,canonical_H2B,8090,False
765110731,H2B,canonical_H2B,8090,False
765110812,H2B,canonical_H2B,8090,False
765141644,H2B,canonical_H2B,8090,False
831482733,H2B,canonical_H2B,8078,False
831487916,H2B,canonical_H2B,8078,False
831510690,H2B,canonical_H2B,8078,False
831517227,H2B,canonical_H2B,8078,False
211926888,H2B,canonical_H2B,8090,False
449279164,H2B,canonical_H2B,8932,False
327279556,H2B,canonical_H2B,28377,False
602641977,H2B,canonical_H2B,176946,False
551532564,H2B,canonical_H2B,8083,False
727007896,H2B,canonical_H2B,932674,False
327285105,H2B,canonical_H2B,28377,False
327285095,H2B,canonical_H2B,28377,False
348527378,H2B,canonical_H2B,8128,False
348527404,H2B,canonical_H2B,8128,False
348527410,H2B,canonical_H2B,8128,False
348527424,H2B,canonical_H2B,8128,False
348539176,H2B,canonical_H2B,8128,False
348543347,H2B,canonical_H2B,8128,False
348544209,H2B,canonical_H2B,8128,False
348544213,H2B,canonical_H2B,8128,False
348544227,H2B,canonical_H2B,8128,False
542235825,H2B,canonical_H2B,8128,False
542235830,H2B,canonical_H2B,8128,False
542235855,H2B,canonical_H2B,8128,False
554820790,H2B,canonical_H2B,8153,False
583971225,H2B,canonical_H2B,32507,False
584030752,H2B,canonical_H2B,32507,False
835974229,H2B,canonical_H2B,106582,False
116812893,H2B,canonical_H2B,7955,False
68362806,H2B,canonical_H2B,7955,False
125820554,H2B,canonical_H2B,7955,False
292630221,H2B,canonical_H2B,7955,False
326669110,H2B,canonical_H2B,7955,False
528484001,H2B,canonical_H2B,7955,False
528484067,H2B,canonical_H2B,7955,False
